date,pnl_pct,fold_id
2020-03-02,0.0,1
2020-03-03,0.0,1
2020-03-04,0.0,1
2020-03-05,0.0,1
2020-03-06,0.0,1
2020-03-09,0.0,1
2020-03-10,0.0,1
2020-03-11,0.0,1
2020-03-12,0.0,1
2020-03-13,0.0006660228919983524,1
2020-03-16,-0.0061461285454430525,1
2020-03-17,-0.004414930229078018,1
2020-03-18,0.0,1
2020-03-19,0.01687125652402166,1
2020-03-20,-0.009162134895145502,1
2020-03-23,0.005453612720886181,1
2020-03-24,0.002997997003425068,1
2020-03-25,0.01869679616709119,1
2020-03-26,0.0,1
2020-03-27,0.0,1
2020-03-30,0.0,1
2020-03-31,0.0,1
2020-04-01,0.0,1
2020-04-02,0.0,1
2020-04-03,0.0,1
2020-04-06,0.0,1
2020-04-07,0.0,1
2020-04-08,0.0,1
2020-04-09,0.0,1
2020-04-13,0.0,1
2020-04-14,0.0,1
2020-04-15,0.0,1
2020-04-16,0.0,1
2020-04-17,0.0,1
2020-04-20,0.009301124760161095,1
2020-04-21,0.0074277061729970395,1
2020-04-22,0.0,1
2020-04-23,0.0,1
2020-04-24,0.0,1
2020-04-27,0.0,1
2020-04-28,0.0,1
2020-04-29,0.0,1
2020-04-30,0.0,1
2020-05-01,0.0,1
2020-05-04,0.0,1
2020-05-05,0.0,1
2020-05-06,0.0,1
2020-05-07,0.0,1
2020-05-08,0.0,1
2020-05-11,0.0,1
2020-05-12,0.0,1
2020-05-13,0.0,1
2020-05-14,0.0,1
2020-05-15,0.0,1
2020-05-18,0.009386482810174401,1
2020-05-19,0.0,1
2020-05-20,0.0,1
2020-05-21,-0.001036907430528089,1
2020-05-22,-2.8568097176995266e-05,1
2020-05-26,0.003776370522297956,1
2020-05-27,-0.0032724019875794985,1
2020-05-28,0.0024316606705703236,1
2020-05-29,0.005398723085173085,1
2020-06-01,0.0,2
2020-06-02,0.0,2
2020-06-03,0.0,2
2020-06-04,0.0,2
2020-06-05,0.0,2
2020-06-08,0.0,2
2020-06-09,0.0,2
2020-06-10,0.0,2
2020-06-11,0.0,2
2020-06-12,0.0,2
2020-06-15,0.0,2
2020-06-16,0.0,2
2020-06-17,0.0,2
2020-06-18,0.0,2
2020-06-19,0.0,2
2020-06-22,0.0,2
2020-06-23,0.0,2
2020-06-24,0.0,2
2020-06-25,0.0,2
2020-06-26,0.0,2
2020-06-29,0.0,2
2020-06-30,0.0,2
2020-07-01,0.0,2
2020-07-02,0.0,2
2020-07-06,0.0,2
2020-07-07,-0.002656079162597691,2
2020-07-08,-0.001227733721015145,2
2020-07-09,-0.011559390682655324,2
2020-07-10,-0.015688475309668548,2
2020-07-13,0.007942151120997165,2
2020-07-14,0.014158525893693152,2
2020-07-15,-0.006383200195482108,2
2020-07-16,0.004969707840700943,2
2020-07-17,-0.0064728884904978745,2
2020-07-20,0.00932142654469148,2
2020-07-21,0.00509245016671489,2
2020-07-22,-0.0022477903397479793,2
2020-07-23,-0.008013190899810785,2
2020-07-24,0.002000173180593645,2
2020-07-27,0.0,2
2020-07-28,0.0,2
2020-07-29,0.0,2
2020-07-30,0.0,2
2020-07-31,0.0008536880700673599,2
2020-08-03,0.004217629838175085,2
2020-08-04,0.014587047903531936,2
2020-08-05,0.0,2
2020-08-06,-0.0041883283403009175,2
2020-08-07,0.01555218519778423,2
2020-08-10,-0.006257840268675929,2
2020-08-11,0.00450972618702794,2
2020-08-12,0.007479254145232206,2
2020-08-13,9.372633682502851e-07,2
2020-08-14,0.0019601257103247782,2
2020-08-17,-0.0005529929653457222,2
2020-08-18,-0.0011871515627426277,2
2020-08-19,0.0035947888964791286,2
2020-08-20,0.002963004874327435,2
2020-08-21,0.0,2
2020-08-24,0.0,2
2020-08-25,0.0,2
2020-08-26,0.0,2
2020-08-27,0.0,2
2020-08-28,0.006037405931466955,2
2020-08-31,-0.0050288971175903585,2
2020-09-01,0.0,3
2020-09-02,0.0,3
2020-09-03,-0.0005676350135803698,3
2020-09-04,-0.00012312740561726265,3
2020-09-08,-0.0002897253358101759,3
2020-09-09,0.007662279627228097,3
2020-09-10,-0.0047816554331442385,3
2020-09-11,0.00023053193354916068,3
2020-09-14,0.000900461974287392,3
2020-09-15,0.005093744909587805,3
